timestamp,ear_ema,mar_ema,pitch,yolo_classes,status_text
1766758093.2011902,0.243,0.018,0.00,None,NORMAL
1766758093.2863817,0.243,0.018,0.00,None,NORMAL
1766758093.3791401,0.243,0.018,0.00,None,NORMAL
1766758093.4618835,0.243,0.018,0.00,None,NORMAL
1766758093.5443456,0.243,0.018,0.00,None,NORMAL
1766758093.6184707,0.243,0.018,0.00,None,NORMAL
1766758093.7066717,0.243,0.018,0.00,None,NORMAL
1766758093.7915313,0.243,0.018,0.00,None,NORMAL
1766758093.866498,0.243,0.018,0.00,None,NORMAL
1766758093.9443033,0.243,0.018,0.00,None,NORMAL
1766758094.0175147,0.243,0.018,0.00,None,NORMAL
1766758094.116557,0.243,0.018,0.00,None,NORMAL
1766758094.2093775,0.243,0.018,0.00,None,NORMAL
1766758094.2906039,0.243,0.018,0.00,None,NORMAL
1766758094.3718913,0.243,0.018,0.00,None,NORMAL
1766758094.4588003,0.243,0.018,0.00,None,NORMAL
1766758094.5402484,0.243,0.018,0.00,None,NORMAL
1766758094.6159942,0.243,0.018,0.00,None,NORMAL
1766758094.7136912,0.243,0.018,0.00,None,NORMAL
1766758094.7988634,0.243,0.018,0.00,None,NORMAL
1766758094.8745487,0.243,0.018,0.00,None,NORMAL
1766758094.9685965,0.243,0.018,0.00,None,NORMAL
1766758095.0591824,0.243,0.018,0.00,None,NORMAL
1766758095.1532586,0.243,0.018,0.00,None,NORMAL
1766758095.2326052,0.243,0.018,0.00,None,NORMAL
1766758095.3051846,0.243,0.018,0.00,None,NORMAL
1766758095.3877082,0.243,0.018,0.00,None,NORMAL
1766758095.4683857,0.243,0.018,0.00,None,NORMAL
1766758095.5541663,0.243,0.018,0.00,None,NORMAL
1766758095.6263282,0.243,0.018,0.00,None,NORMAL
1766758095.7025032,0.243,0.018,0.00,None,NORMAL
1766758095.95717,0.243,0.018,0.00,None,NORMAL
1766758096.079617,0.243,0.018,0.00,None,NORMAL
1766758096.167457,0.243,0.018,0.00,None,NORMAL
1766758096.2467685,0.243,0.018,0.00,None,NORMAL
1766758096.320006,0.243,0.018,0.00,None,NORMAL
1766758096.4066908,0.243,0.018,0.00,None,NORMAL
1766758096.5025241,0.243,0.018,0.00,None,NORMAL
1766758096.5924041,0.243,0.018,0.00,None,NORMAL
1766758096.690767,0.243,0.018,0.00,None,NORMAL
1766758096.7753854,0.243,0.018,0.00,None,NORMAL
1766758096.8684556,0.243,0.018,0.00,None,NORMAL
1766758096.9652238,0.243,0.018,0.00,None,NORMAL
1766758097.0497103,0.243,0.018,0.00,None,NORMAL
1766758097.1213536,0.243,0.018,0.00,None,NORMAL
1766758097.2067053,0.243,0.018,0.00,None,NORMAL
1766758097.2839391,0.243,0.018,0.00,None,NORMAL
1766758097.360327,0.243,0.018,0.00,None,NORMAL
1766758097.4330566,0.243,0.018,0.00,None,NORMAL
1766758097.515892,0.243,0.018,0.00,None,NORMAL
1766758097.5831566,0.243,0.018,0.00,None,NORMAL
1766758097.6519415,0.243,0.018,0.00,None,NORMAL
1766758097.7315896,0.243,0.018,0.00,None,NORMAL
1766758097.8109004,0.243,0.018,0.00,None,NORMAL
1766758097.8913052,0.243,0.018,0.00,None,NORMAL
1766758097.968291,0.243,0.018,0.00,None,NORMAL
1766758098.0430539,0.243,0.018,0.00,None,NORMAL
1766758098.1192307,0.243,0.018,0.00,None,NORMAL
1766758098.204109,0.243,0.018,0.00,None,NORMAL
1766758098.2859266,0.243,0.018,0.00,None,NORMAL
1766758098.351552,0.243,0.018,0.00,None,NORMAL
1766758098.4357932,0.243,0.018,0.00,None,NORMAL
1766758098.4989312,0.243,0.018,0.00,None,NORMAL
1766758098.5766299,0.243,0.018,0.00,None,NORMAL
1766758098.6588535,0.243,0.018,0.00,None,NORMAL
1766758098.7311082,0.243,0.018,0.00,None,NORMAL
1766758098.8022482,0.243,0.018,0.00,None,NORMAL
1766758098.8769667,0.243,0.018,0.00,None,NORMAL
1766758098.9406178,0.243,0.018,0.00,None,NORMAL
1766758099.0154889,0.243,0.018,0.00,None,NORMAL
1766758099.1086702,0.243,0.018,0.00,None,NORMAL
1766758099.1879141,0.243,0.018,0.00,None,NORMAL
1766758099.2796557,0.243,0.018,0.00,None,NORMAL
1766758099.3880603,0.243,0.018,0.00,None,NORMAL
1766758099.4763818,0.243,0.018,0.00,None,NORMAL
1766758099.5692875,0.243,0.018,0.00,None,NORMAL
1766758099.6535583,0.243,0.018,0.00,None,NORMAL
1766758099.734335,0.243,0.018,0.00,None,NORMAL
1766758099.8314788,0.243,0.018,0.00,None,NORMAL
1766758099.918734,0.243,0.018,0.00,None,NORMAL
1766758099.997611,0.243,0.018,0.00,None,NORMAL
1766758100.0843463,0.243,0.018,0.00,None,NORMAL
1766758100.1757412,0.243,0.018,0.00,None,NORMAL
1766758100.2680385,0.243,0.018,0.00,None,NORMAL
1766758100.369778,0.243,0.018,0.00,None,NORMAL
1766758100.4594522,0.243,0.018,0.00,None,NORMAL
1766758100.5608423,0.243,0.018,0.00,None,NORMAL
1766758100.6535296,0.243,0.018,0.00,None,NORMAL
1766758100.7437365,0.243,0.018,0.00,None,NORMAL
1766758100.8337202,0.243,0.018,0.00,None,NORMAL
1766758100.9289563,0.243,0.018,0.00,None,NORMAL
1766758101.0380225,0.243,0.018,0.00,None,NORMAL
1766758101.1216471,0.243,0.018,0.00,None,NORMAL
1766758101.2068975,0.243,0.018,0.00,None,NORMAL
1766758101.2775662,0.243,0.018,0.00,None,NORMAL
1766758101.3592534,0.243,0.018,0.00,None,NORMAL
1766758101.4290583,0.243,0.018,0.00,None,NORMAL
1766758101.5118148,0.243,0.018,0.00,None,NORMAL
1766758101.5969987,0.243,0.018,0.00,None,NORMAL
1766758101.6687307,0.243,0.018,0.00,None,NORMAL
1766758101.7492366,0.243,0.018,0.00,None,NORMAL
